Nom du commerce;Adresse;Code postal;Type de commerce;Fabriqué à Paris;Services;Description;Précisions;Site internet;Téléphone;Mail;geo_shape;geo_point_2d
Jean-Paul Hévin Chocolatier;23bis avenue de la Motte Picquet;75007;Chocolaterie - Pâtisserie;non;Livraisons à domicile, Retrait de commandes en magasin;Une seule inspiration, le chocolat ! Collection de Grands Crus, pralinés à l’ancienne, incontournables macarons et pâtisseries… Entrez dans l’univers Jean-Paul Hévin.;;http://www.jeanpaulhevin.com;06 85 81 32 24;e.kayanakis@jeanpaulhevin.com;"{""coordinates"": [2.307641505785116, 48.85547084627505], ""type"": ""Point""}";48.85547084627505, 2.307641505785116
California Bliss;10 rue de Buci;75006;Autre;non;Livraisons à domicile;;;https://www.california-bliss.com/;01 43 29 92 75;contact@california-bliss.com;"{""coordinates"": [2.337539623915217, 48.85386983837534], ""type"": ""Point""}";48.85386983837534, 2.337539623915217
Eucalyptus Paris;5 place de la Porte de Saint-Cloud;75016;Fleuriste;non;Livraisons à domicile, Retrait de commandes en magasin;Fleuriste eco responsable, de fleurs de saison, locales, en circuit court. Propose également des plantes et des accessoires. Propose toutes son offre en livraison, en boutique, et essor;;www.eucalyptus-paris.com;01 46 47 48 04;contact@eucalyptus-paris.com;"{""coordinates"": [2.2571565816210506, 48.837269070100284], ""type"": ""Point""}";48.837269070100284, 2.2571565816210506
Parisii;1 Place d'Aligre;75012;Restaurant ou traiteur;non;Retrait de commandes en magasin;Votre bistro de quartier situé au coeur du marché historique de la place d’Aligre dans le 12eme arrondissement de Paris. Boissons à emporter dès 15h !;;https://www.parisii-aligre.fr/;09 53 93 93 57;parisii.aligre@gmail.com;"{""coordinates"": [2.37778833535466, 48.84939922806268], ""type"": ""Point""}";48.84939922806268, 2.37778833535466
Maison Le Roux Chocolatier et Caramélier;52 rue Saint-Dominique;75007;Épicerie fine;non;Livraisons à domicile, Retrait de commandes en magasin;Maison Le Roux, Chocolatier & Caramélier, née à Quiberon.;;https://www.chocolatleroux.com/;01 82 28 49 84;info@chocolat-leroux.fr;"{""coordinates"": [2.3098094139731415, 48.859970939918746], ""type"": ""Point""}";48.859970939918746, 2.3098094139731415
Librairie EMET;250 bd voltaire;75011;Librairie;non;Retrait de commandes en magasin;;;http://www.emetparis.com;01 43 48 94 33;emet.paris@gmail.com;"{""coordinates"": [2.391203937474023, 48.85100152318595], ""type"": ""Point""}";48.85100152318595, 2.391203937474023
AALAMUNA;89 Boulevard Beaumarchais;75003;Autre;non;Livraisons à domicile, Retrait de commandes en magasin;Nous proposons une sélection d'objets du monde fabriqués à la main selon des techniques traditionnelles. Petites séries et pièces uniques au design contemporain pour un style authentique et intemporel;;https://www.aalamuna.com;09 86 40 40 50;contact@aalamuna.com;"{""coordinates"": [2.3674446849005446, 48.859079877290085], ""type"": ""Point""}";48.859079877290085, 2.3674446849005446
Alma beauté;26 rue de saussure;75017;Autre;non;Retrait de commandes en magasin;Alma est une marque de perruques en cheveux naturels personnalisables engagée auprès des femmes qui vivent la perte des cheveux suite à un traitement en chimiothérapie ou une maladie dermatologique.;perruquier/prothésiste capillaire;https://www.alma-perruques.fr/;09 86 28 44 46;contact@alma-perruques.fr;"{""coordinates"": [2.316359253507702, 48.88414795958864], ""type"": ""Point""}";48.88414795958864, 2.316359253507702
LA ROBE ALLANT VERS;7 rue des Fossés Saint Jacques;75005;Autre;non;Retrait de commandes en magasin;Dépôt-vente situé en plein quartier latin, qui propose de belles occasions de trouver des vêtements ou accessoires de marques à des prix bon marchés ! Des articles de seconde main en excellent état, a;;http://www.larobeallantvers.fr;09 87 35 36 31;contact@larobeallantvers.fr;"{""coordinates"": [2.3437378271538565, 48.84596941249326], ""type"": ""Point""}";48.84596941249326, 2.3437378271538565
Les vents du large;17 rue le Marois;75016;Poissonnerie;non;Livraisons à domicile;"Poissonnerie sur votre marché 
Erwan, Akiko et Justin";;;07 88 81 60 24;vdlerx@gmail.com;"{""coordinates"": [2.261737344571206, 48.83894566387214], ""type"": ""Point""}";48.83894566387214, 2.261737344571206
Ludovic Geheniaux - Paris;38 Rue de Turbigo;75003;Cosmétique;non;Livraisons à domicile, Retrait de commandes en magasin;Salon de coiffure  :  coloristes experts;;https://ludovicgeheniaux.com/;07 89 06 21 06;samuel@ludovicgeheniaux.com;"{""coordinates"": [2.3538047429806266, 48.864838159139794], ""type"": ""Point""}";48.864838159139794, 2.3538047429806266
POPULUS;40 Rue du Tage;75013;Restaurant ou traiteur;non;Retrait de commandes en magasin;Petit restaurant du quartier des Peupliers, cuisine de marché, simple et goûteuse.;;http://www.populus-bistrot.fr;09 54 96 79 10;populusbistrot@gmail.com;"{""coordinates"": [2.3555361133687227, 48.822176113565206], ""type"": ""Point""}";48.822176113565206, 2.3555361133687227
RUSH BAR;32 rue Saint Sébastien;75011;Restaurant ou traiteur;non;Livraisons à domicile, Retrait de commandes en magasin;Des plats 100% faits Maison à emporter ou livrés gratuitement jusqu'à 1km par notre équipe. Découvrez nos fameux Burgers, Fish & Chips, Paella ou Chicken Biryani !;;http://www.deliverush.fr;01 43 57 32 04;contact@rushbar.fr;"{""coordinates"": [2.3702192018289745, 48.86134654946896], ""type"": ""Point""}";48.86134654946896, 2.3702192018289745
LE GARAGE FOURGON;METROPOLE19 / 134 140 rue d'Aubervilliers;75019;Artisanat d'art;oui;Retrait de commandes en magasin;"Atelier de fabrication d'accessoires pour le spectacle et l'événementiel.
Facteur de masques, accessoires de clown, objets factices, sculpture et prototypage.  Atelier de moulage corporel sur RV.";;http://www.legaragefourgon.fr;;legaragefourgon@gmail.com;"{""coordinates"": [2.3696907343227434, 48.8926970336334], ""type"": ""Point""}";48.8926970336334, 2.3696907343227434
Patrick B;60 rue du Commerce;75015;Autre;non;Livraisons à domicile, Retrait de commandes en magasin;Nous vous proposons un large choix de montres, bijoux stylos et maroquineries de grandes marques. Notre atelier est à votre disposition pour toutes fabrications, réparations et transformations.;;https://www.patrick-b.com;01 48 28 44 50;lamaisonducarillon@gmail.com;"{""coordinates"": [2.2948189258571636, 48.845908510176955], ""type"": ""Point""}";48.845908510176955, 2.2948189258571636
Avekapeti;5 bis Rue Meslay;75003;Restaurant ou traiteur;non;Livraisons à domicile, Retrait de commandes en magasin;Avekapeti.com vous propose en livraison ou à emporter de bons petits plats maison préparés par des chefs passionnés (professionnels ou en reconversion) et coachés par le chef étoilé C. Conticini;;http://www.avekapeti.com;09 72 63 39 90;welcome@avekapeti.com;"{""coordinates"": [2.3620902776467743, 48.86727957022515], ""type"": ""Point""}";48.86727957022515, 2.3620902776467743
Regime Coaching;26 rue vignon;75009;Autre;non;Livraisons à domicile, Retrait de commandes en magasin;Reference de la minceur multi marques et des produits sains pour les sportifs, alimentation vegan, sans gluten, protéines, nous proposons également du coaching minceur et des programmes sur mesure.;;https://www.regimecoaching.com;01 42 93 73 79;boutique@regimecoaching.com;"{""coordinates"": [2.3264871047246047, 48.87173270384768], ""type"": ""Point""}";48.87173270384768, 2.3264871047246047
Bagelstein;50, rue de l’arbre sec;75001;Restaurant ou traiteur;non;Livraisons à domicile, Retrait de commandes en magasin;restauration rapide de Bagels, soupes, cakes et café;;;07 62 13 97 47;y.bajard@hotmail.com;"{""coordinates"": [2.3425845460341614, 48.86084518329568], ""type"": ""Point""}";48.86084518329568, 2.3425845460341614
Ici librairie;25 boulevard Poissonnière;75002;Librairie;non;Livraisons à domicile, Retrait de commandes en magasin;ici librairie est une grande librairie indépendante généraliste sur deux étages, proposant 75000 livres. Du conseil par des libraires enthousiastes. Situé à la sortie du métro gds boulevards.;;http://www.icigrandsboulevards.fr;01 85 01 67 30;contact@icilibrairie.fr;"{""coordinates"": [2.343859978743194, 48.871190267286316], ""type"": ""Point""}";48.871190267286316, 2.343859978743194
PEARL INTERNATIONAL;54 Rue SAINT ANTOINE;75004;Autre;non;Retrait de commandes en magasin;SPECIALISTE FRANCAIS de la PERLE d'EAU - BOUTIQUE- ATELIER  dans LE MARAIS depuis 1986;;http://www.pearlinternationalparis.com;07 86 96 40 48;pearl.paris@wanadoo.fr;"{""coordinates"": [2.364145897847024, 48.85426943382673], ""type"": ""Point""}";48.85426943382673, 2.364145897847024
BOUTIQUE-ATELIER Maud BENETEAU Paris;9 rue du Croissant;75002;Autre;oui;Livraisons à domicile, Retrait de commandes en magasin;Conception, fabrication et vente de vêtements & accessoires de mode. Prêt-à-porter et sur mesures.;;;06 81 35 44 83;maudbeneteaucabine@gmail.com;"{""coordinates"": [2.344586938689737, 48.86874106894811], ""type"": ""Point""}";48.86874106894811, 2.344586938689737
La Cave a Millesimes;180 Rue Lecourbe;75015;Caviste - Brasserie;non;Livraisons à domicile, Retrait de commandes en magasin;Marchand de vins, bieres, Champagne et spiritueux, vieux Millesimes et epicerie, nous proposons egalement des plats a porter ainsi que des hutres de Cancale;;;01 48 28 22 62;cavamil@cave-millesimes.com;"{""coordinates"": [2.29740034381658, 48.84115649343832], ""type"": ""Point""}";48.84115649343832, 2.29740034381658
La petite auberge;13 rue du hameau;75015;Restaurant ou traiteur;non;Retrait de commandes en magasin;Cuisine française familiale et authentique deux plats différents tous les jours et desserts maison;;;06 62 52 33 29;ali_ft@hotmail.fr;"{""coordinates"": [2.2887667311492397, 48.83482341531739], ""type"": ""Point""}";48.83482341531739, 2.2887667311492397
Eternel Solidaire;1 rue de la solidarité;75019;Caviste - Brasserie;non;Retrait de commandes en magasin;Un lieu de vie pour tous et toutes ! Café, coworking, coin enfants, bibliothèque, poulailler, jardin partagé, épicerie responsable, l’Eternel Solidaire organise des événements festifs et engagés.;;http://www.eternel-solidaire.fr;07 69 03 92 11;programmation@assod2l.org;"{""coordinates"": [2.389488302082463, 48.88301075808281], ""type"": ""Point""}";48.88301075808281, 2.389488302082463
ZOE PHOTO;147 RUE D ALESIA;75014;Autre;non;Retrait de commandes en magasin;Tirages photos d'après tous supports, photos d'identité BIOMÉTRIQUE, Agrées services en lignes A.N.T.S. Cadres, Albums, Mugs, Pellicules, Appareils photos jetables,....;;http://www.laboratoire-zoe-photo.fr;01 45 42 37 22;ZOEPHOTO.LAB@GMAIL.COM;"{""coordinates"": [2.3204220726286167, 48.829990371167376], ""type"": ""Point""}";48.829990371167376, 2.3204220726286167
TRYPHON;104, rue du faubourg Saint Denis;75010;Autre;oui;Livraisons à domicile, Retrait de commandes en magasin;L'abat-jour TRYPHON est un accessoire basic, chic, décalé, un brin rétro, jamais convenu, conçu et confectionné dans l'atelier attenant à la boutique. Fabrication sur mesure sur demande.;;http://abat-jour-tryphon.com;06 63 08 80 52;tryphon.paris@yahoo.com;"{""coordinates"": [2.3558764661504554, 48.87493348203007], ""type"": ""Point""}";48.87493348203007, 2.3558764661504554
Festins;61, avenue de la Grande Armée;75016;Restaurant ou traiteur;non;Livraisons à domicile, Retrait de commandes en magasin;"Boutique Traiteur et épicerie fine.
Nous proposons des entrées, des plats, desserts, vins et champagnes à emporter ou en livraison. 
Plateaux repas pour les entreprises. Cocktails et Buffets.";;https://festins-traiteur.fr/paris16/;01 45 00 12 10;boutique.grandearmee@festins.fr;"{""coordinates"": [2.2874294075701376, 48.875834993390704], ""type"": ""Point""}";48.875834993390704, 2.2874294075701376
Bleu Matin;74 rue Lamarck;75018;Restaurant ou traiteur;non;Livraisons à domicile, Retrait de commandes en magasin;Coffee-shop à la française, notre spécialité est le croque-monsieur. Pendant le confinement, nous proposons une carte adaptée ainsi que des formules déjeuner et brunch à prix tout doux !;;https://www.bleumatin.fr;;contact@bleumatin.com;"{""coordinates"": [2.3386285498118853, 48.890024454419425], ""type"": ""Point""}";48.890024454419425, 2.3386285498118853
Pyramides;68 rue de l aqueduc;75010;Alimentation générale et produits de première nécessité;non;Livraisons à domicile;Je livre de la nourriture à domicile avec une moto électrique;;;06 44 88 28 74;Mohamedmandor@gmail.com;"{""coordinates"": [2.366085427133295, 48.883317505886126], ""type"": ""Point""}";48.883317505886126, 2.366085427133295
Atelier Populaire;134 rue d'Aubervilliers, Métropole 19, bâtiment A, étage 2;75019;Cosmétique;oui;Livraisons à domicile, Retrait de commandes en magasin;Atelier Populaire, manufacture cosmétique bio, créé en 2018 et qui possède ses propres locaux dans le 19ème arrondissement. Nous sommes spécialisés dans les savons saponifiés à froid.;;https://www.atelierpopulaire.fr/;01 88 33 42 68;contact@atelierpopulaire.fr;"{""coordinates"": [2.369471346471651, 48.892171477761934], ""type"": ""Point""}";48.892171477761934, 2.369471346471651
BMK Paris-Bamako;14 rue de la Fidèlité;75010;Restaurant ou traiteur;non;Livraisons à domicile, Retrait de commandes en magasin;;;http://www.bmkparis.com;;folo@bmkparis.com;"{""coordinates"": [2.356560879943403, 48.87461733106458], ""type"": ""Point""}";48.87461733106458, 2.356560879943403
Liberty's Burger;18 rue d'Aligre;75012;Restaurant ou traiteur;non;Livraisons à domicile, Retrait de commandes en magasin;;;http://libertysburger.com/;01 80 06 40 15;contact@libertysburger.com;"{""coordinates"": [2.378440205202999, 48.84922355931607], ""type"": ""Point""}";48.84922355931607, 2.378440205202999
Marguereat;10 rue du 4 septembre;75002;Restaurant ou traiteur;non;Retrait de commandes en magasin;"Des bons petits plats de saison, équilibrés et cuisinés par des Chefs !
11h30-15h00";;http://www.marguereat.com/;;marguereat@gmail.com;"{""coordinates"": [2.3383837293466274, 48.86933773262241], ""type"": ""Point""}";48.86933773262241, 2.3383837293466274
little jeanne;11 rue jeanne chauvin;75013;Autre;non;Livraisons à domicile, Retrait de commandes en magasin;"jouets, décoration et vêtements pour enfant
accessoires femme
mobilier design";;http://little-jeanne.com;06 29 61 50 39;contact@little-jeanne.com;"{""coordinates"": [2.3785114286570725, 48.82723275838026], ""type"": ""Point""}";48.82723275838026, 2.3785114286570725
Opticien Krys;40 rue Saint-Honoré;75001;Autre;non;Livraisons à domicile, Retrait de commandes en magasin;Opticien. Lunettes, lentilles et solutions, produits d'entretien, solaires,verres correcteurs. Lunettes contre la lumière bleue. Partenaire toutes mutuelles.;;http://www.krys75001.fr;01 44 88 98 98;Paris01@krys.com;"{""coordinates"": [2.344655091174446, 48.86117847689116], ""type"": ""Point""}";48.86117847689116, 2.344655091174446
TZURI GUETA;1 AVENUE DAUMESNIL PARIS, VIADUC DES ARTS;75012;Artisanat d'art;non;Retrait de commandes en magasin;"Tzuri Gueta designer de bijoux en Résine de silicone et Textile fait main dans son atelier au Viaduc des Arts 
Prix à partir de 70€";;https://tzurigueta.com/;01 43 58 56 03;sales@silkadesign.com;"{""coordinates"": [2.3716111988402524, 48.84929678302156], ""type"": ""Point""}";48.84929678302156, 2.3716111988402524
La Coulée Douce;51 rue du Sahel;75012;Restaurant ou traiteur;non;Retrait de commandes en magasin;Le restaurant la Coulée Douce propose un plat à emporter du lundi au vendredi (déjeuner) et la Ruche Bel Air maintient ses distributions en circuits courts de la RucheQuiDitOui 2 jours p/semaine;;http://www.lacouleedouce.fr;06 15 87 71 41;patrick@lacouleedouce.fr;"{""coordinates"": [2.406871493051301, 48.84077891504037], ""type"": ""Point""}";48.84077891504037, 2.406871493051301
Il pinocchio;115 avenue gambetta;75020;Restaurant ou traiteur;non;Retrait de commandes en magasin;Nous continuons notre service uniquement vente à emporter tous les jours.;;https://www.ilpinocchio.fr;01 43 66 69 63;ilpinocchioparis@gmail.com;"{""coordinates"": [2.4005330841519634, 48.867473186842865], ""type"": ""Point""}";48.867473186842865, 2.4005330841519634
Petite nature;30 rue du Faubourg Saint Antoine;75012;Autre;non;Livraisons à domicile, Retrait de commandes en magasin;Petite nature amène du végétal dans vos espace de vie, de manière innovante, en privilégiant l'économie circulaire ainsi qu'une production locale et solidaire.;;https://petite-nature.co;;contact@petite-nature.co;"{""coordinates"": [2.3716454405694143, 48.85240660802051], ""type"": ""Point""}";48.85240660802051, 2.3716454405694143
Venise sur Seine;110 bis rue Marcadet;75018;Autre;non;Livraisons à domicile, Retrait de commandes en magasin;Bijoux, objets de décoration d’origine italienne;;;06 18 60 37 33;Contact@venisesurseine.com;"{""coordinates"": [2.3430874466386182, 48.891296037299384], ""type"": ""Point""}";48.891296037299384, 2.3430874466386182
